alert_id,source_file,rule_name,event_time,description,priority,container_id,pod_name,image_name,user_name,user_loginuid,command,k8s_namespace,tags,label,raw_line
978,Attacks-Pod-jdbjh.txt,Read sensitive file untrusted,05:15:25.944954790,an attempt to read any sensitive file (e.g. files containing user/password/authentication information). Exceptions are made for known trusted programs.\n,WARNING,f6646036384d,privileged-deployment-574878fc9d-5jk5w,busybox:latest,root,0,container:f6646036384d k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-5jk5w container=f6646036384d image=busybox:latest,default,"[""filesystem"", ""mitre_credential_access"", ""mitre_discovery""]",attack,"rule= Read sensitive file untrusted, desc= 05:15:25.944954790: an attempt to read any sensitive file (e.g. files containing user/password/authentication information). Exceptions are made for known trusted programs.\n, parameter=user=root user_loginuid=0 command=container:f6646036384d k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-5jk5w container=f6646036384d image=busybox:latest, priority=WARNING, container=f6646036384d, pod=privileged-deployment-574878fc9d-5jk5w, tag=[""filesystem"", ""mitre_credential_access"", ""mitre_discovery""], attack"
979,Attacks-Pod-jdbjh.txt,Network Connection outside Local Subnet,13:07:04.886960871,Detect traffic to image outside local subnet.,WARNING,de7c3bc1c67a,privileged-deployment-574878fc9d-8f488,busybox:latest,root,0,container:de7c3bc1c67a k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-8f488 container=de7c3bc1c67a image=busybox:latest,default,"[""network""]",attack,"rule= Network Connection outside Local Subnet, desc= 13:07:04.886960871: Detect traffic to image outside local subnet., parameter=user=root user_loginuid=0 command=container:de7c3bc1c67a k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-8f488 container=de7c3bc1c67a image=busybox:latest, priority=WARNING, container=de7c3bc1c67a, pod=privileged-deployment-574878fc9d-8f488, tag=[""network""], attack"
980,Attacks-Pod-jdbjh.txt,Write below monitored dir,04:29:14.401020857,an attempt to write to any file below a set of monitored directories,ERROR,3118e08a9a1c,sensitive-mount-deployment-7fd6f8467-46lk4,busybox:latest,root,-1,sh -c while true; do echo sleeping; sleep 3600; done k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-46lk4 container=3118e08a9a1c image=busybox:latest mounts=/var/lib/kubelet/pods/e2449a3c-12e8-45ee-8d97-5fd433d7f606/etc-hosts:/etc/hosts::true:rprivate,default,"[""filesystem"", ""mitre_persistence""]",attack,"rule= Write below monitored dir, desc= 04:29:14.401020857: an attempt to write to any file below a set of monitored directories, parameter=user=root user_loginuid=-1 command=sh -c while true; do echo sleeping; sleep 3600; done k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-46lk4 container=3118e08a9a1c image=busybox:latest mounts=/var/lib/kubelet/pods/e2449a3c-12e8-45ee-8d97-5fd433d7f606/etc-hosts:/etc/hosts::true:rprivate,/var/lib/kubelet/pods/e2449a3c-12e8-45ee-8d97-5fd433d7f606/containers/busybox/ef31b3ae:/dev/termination-log::true:rprivate,/etc:/host/etc::true:rprivate,/var/lib/kubelet/pods/e2449a3c-12e8-45ee-8d97-5fd433d7f606/volumes/kubernetes.io~secret/default-token-9bhkw:/var/run/secrets/kubernetes.io/serviceaccount:ro:false:rprivate, priority=ERROR, container=3118e08a9a1c, pod=sensitive-mount-deployment-7fd6f8467-46lk4, tag=[""filesystem"", ""mitre_persistence""], attack"
981,Attacks-Pod-jdbjh.txt,Create files below dev,09:14:27.640339349,creating any files below /dev other than known programs that manage devices. Some rootkits hide files in /dev.,ERROR,2d9369f1e88d,privileged-deployment-574878fc9d-2m4qr,busybox:latest,root,0,container:2d9369f1e88d k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-2m4qr container=2d9369f1e88d image=busybox:latest,default,"[""filesystem"", ""mitre_persistence""]",attack,"rule= Create files below dev, desc= 09:14:27.640339349: creating any files below /dev other than known programs that manage devices. Some rootkits hide files in /dev., parameter=user=root user_loginuid=0 command=container:2d9369f1e88d k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-2m4qr container=2d9369f1e88d image=busybox:latest, priority=ERROR, container=2d9369f1e88d, pod=privileged-deployment-574878fc9d-2m4qr, tag=[""filesystem"", ""mitre_persistence""], attack"
982,Attacks-Pod-jdbjh.txt,Detect outbound connections to common miner pool ports,14:05:50.223398804,Miners typically connect to miner pools on common ports.,CRITICAL,cf45814b89b3,privileged-deployment-574878fc9d-6zx6b,busybox:latest,root,0,container:cf45814b89b3 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-6zx6b container=cf45814b89b3 image=busybox:latest,default,"[""network"", ""mitre_execution""]",attack,"rule= Detect outbound connections to common miner pool ports, desc= 14:05:50.223398804: Miners typically connect to miner pools on common ports., parameter=user=root user_loginuid=0 command=container:cf45814b89b3 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-6zx6b container=cf45814b89b3 image=busybox:latest, priority=CRITICAL, container=cf45814b89b3, pod=privileged-deployment-574878fc9d-6zx6b, tag=[""network"", ""mitre_execution""], attack"
983,Attacks-Pod-jdbjh.txt,Write below root,14:45:03.950954153,an attempt to write to any file directly below / or /root,ERROR,32d1b863c553,privileged-deployment-574878fc9d-xbr6b,busybox:latest,root,0,container:32d1b863c553 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-xbr6b container=32d1b863c553 image=busybox:latest,default,"[""filesystem"", ""mitre_persistence""]",attack,"rule= Write below root, desc= 14:45:03.950954153: an attempt to write to any file directly below / or /root, parameter=user=root user_loginuid=0 command=container:32d1b863c553 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-xbr6b container=32d1b863c553 image=busybox:latest, priority=ERROR, container=32d1b863c553, pod=privileged-deployment-574878fc9d-xbr6b, tag=[""filesystem"", ""mitre_persistence""], attack"
984,Attacks-Pod-jdbjh.txt,Mount Launched in Privileged Container,01:09:56.253972465,Detect file system mount happened inside a privilegd container which might lead to container escape.,WARNING,ce8565eeedfe,sensitive-mount-deployment-7fd6f8467-4xspj,busybox:latest,root,0,container:ce8565eeedfe k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-4xspj container=ce8565eeedfe image=busybox:latest mounts=/etc:/host/etc::true:rprivate,default,"[""container"", ""cis"", ""mitre_lateral_movement""]",attack,"rule= Mount Launched in Privileged Container, desc= 01:09:56.253972465: Detect file system mount happened inside a privilegd container which might lead to container escape., parameter=user=root user_loginuid=0 command=container:ce8565eeedfe k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-4xspj container=ce8565eeedfe image=busybox:latest mounts=/etc:/host/etc::true:rprivate,/var/lib/kubelet/pods/4d47a8ee-c1ac-4b4f-9f8f-b054b133eb6d/volumes/kubernetes.io~secret/default-token-9bhkw:/var/run/secrets/kubernetes.io/serviceaccount:ro:false:rprivate,/var/lib/kubelet/pods/4d47a8ee-c1ac-4b4f-9f8f-b054b133eb6d/etc-hosts:/etc/hosts::true:rprivate,/var/lib/kubelet/pods/4d47a8ee-c1ac-4b4f-9f8f-b054b133eb6d/containers/busybox/d52cc370:/dev/termination-log::true:rprivate, priority=WARNING, container=ce8565eeedfe, pod=sensitive-mount-deployment-7fd6f8467-4xspj, tag=[""container"", ""cis"", ""mitre_lateral_movement""], attack"
985,Attacks-Pod-jdbjh.txt,Mount Launched in Privileged Container,02:23:36.427431449,Detect file system mount happened inside a privilegd container which might lead to container escape.,WARNING,4dd11ead15c2,sensitive-mount-deployment-7fd6f8467-zd2bb,busybox:latest,root,0,container:4dd11ead15c2 k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-zd2bb container=4dd11ead15c2 image=busybox:latest mounts=/var/lib/kubelet/pods/d3bb1ac3-d087-4e25-8eea-33b68c60f032/etc-hosts:/etc/hosts::true:rprivate,default,"[""container"", ""cis"", ""mitre_lateral_movement""]",attack,"rule= Mount Launched in Privileged Container, desc= 02:23:36.427431449: Detect file system mount happened inside a privilegd container which might lead to container escape., parameter=user=root user_loginuid=0 command=container:4dd11ead15c2 k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-zd2bb container=4dd11ead15c2 image=busybox:latest mounts=/var/lib/kubelet/pods/d3bb1ac3-d087-4e25-8eea-33b68c60f032/etc-hosts:/etc/hosts::true:rprivate,/var/lib/kubelet/pods/d3bb1ac3-d087-4e25-8eea-33b68c60f032/containers/busybox/518ce197:/dev/termination-log::true:rprivate,/etc:/host/etc::true:rprivate,/var/lib/kubelet/pods/d3bb1ac3-d087-4e25-8eea-33b68c60f032/volumes/kubernetes.io~secret/default-token-9bhkw:/var/run/secrets/kubernetes.io/serviceaccount:ro:false:rprivate, priority=WARNING, container=4dd11ead15c2, pod=sensitive-mount-deployment-7fd6f8467-zd2bb, tag=[""container"", ""cis"", ""mitre_lateral_movement""], attack"
986,Attacks-Pod-jdbjh.txt,Read ssh information,05:09:56.634121784,Any attempt to read files below ssh directories by non-ssh programs,ERROR,262687911a10,privileged-deployment-574878fc9d-dpztj,busybox:latest,root,0,container:262687911a10 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-dpztj container=262687911a10 image=busybox:latest,default,"[""filesystem"", ""mitre_discovery""]",attack,"rule= Read ssh information, desc= 05:09:56.634121784: Any attempt to read files below ssh directories by non-ssh programs, parameter=user=root user_loginuid=0 command=container:262687911a10 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-dpztj container=262687911a10 image=busybox:latest, priority=ERROR, container=262687911a10, pod=privileged-deployment-574878fc9d-dpztj, tag=[""filesystem"", ""mitre_discovery""], attack"
987,Attacks-Pod-jdbjh.txt,Write below etc,20:32:59.895623281,an attempt to write to any file below /etc,ERROR,323af15f1fbf,falco-jdbjh,falcosecurity/falco,root,-1,,default,"[""filesystem"", ""mitre_persistence""]",attack,"rule= Write below etc, desc= 20:32:59.895623281: an attempt to write to any file below /etc, parameter=user=root user_loginuid=-1 k8s.ns=default k8s.pod=falco-jdbjh container=323af15f1fbf shell=bash parent=runc cmdline=bash terminal=34816 container_id=323af15f1fbf image=falcosecurity/falco, priority=ERROR, container=323af15f1fbf, pod=falco-jdbjh, tag=[""filesystem"", ""mitre_persistence""], attack"
988,Attacks-Pod-jdbjh.txt,Mkdir binary dirs,22:26:22.771378797,an attempt to create a directory below a set of binary directories.,ERROR,1b8004261d67,falco-event-generator-deployment-7bf5f7d76b-4824w,falcosecurity/event-generator,root,-1,,,"[""filesystem"", ""mitre_persistence""]",attack,"rule= Mkdir binary dirs, desc= 22:26:22.771378797: an attempt to create a directory below a set of binary directories., parameter=user=root user_loginuid=-1 program=ls parent=mysqld container_id=1b8004261d67 image=falcosecurity/event-generator, priority=ERROR, container=1b8004261d67, pod=falco-event-generator-deployment-7bf5f7d76b-4824w, tag=[""filesystem"", ""mitre_persistence""], attack"
989,Attacks-Pod-jdbjh.txt,Read sensitive file untrusted,14:07:11.462736117,an attempt to read any sensitive file (e.g. files containing user/password/authentication information). Exceptions are made for known trusted programs.\n,WARNING,55bd9f1f5fbc,sensitive-mount-deployment-7fd6f8467-5qn5g,busybox:latest,root,0,container:55bd9f1f5fbc k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-5qn5g container=55bd9f1f5fbc image=busybox:latest mounts=/var/lib/kubelet/pods/d76492fa-3ab7-48c1-b9b9-46231feb9727/containers/busybox/b7b78823:/dev/termination-log::true:rprivate,default,"[""filesystem"", ""mitre_credential_access"", ""mitre_discovery""]",attack,"rule= Read sensitive file untrusted, desc= 14:07:11.462736117: an attempt to read any sensitive file (e.g. files containing user/password/authentication information). Exceptions are made for known trusted programs.\n, parameter=user=root user_loginuid=0 command=container:55bd9f1f5fbc k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-5qn5g container=55bd9f1f5fbc image=busybox:latest mounts=/var/lib/kubelet/pods/d76492fa-3ab7-48c1-b9b9-46231feb9727/containers/busybox/b7b78823:/dev/termination-log::true:rprivate,/etc:/host/etc::true:rprivate,/var/lib/kubelet/pods/d76492fa-3ab7-48c1-b9b9-46231feb9727/volumes/kubernetes.io~secret/default-token-9bhkw:/var/run/secrets/kubernetes.io/serviceaccount:ro:false:rprivate,/var/lib/kubelet/pods/d76492fa-3ab7-48c1-b9b9-46231feb9727/etc-hosts:/etc/hosts::true:rprivate, priority=WARNING, container=55bd9f1f5fbc, pod=sensitive-mount-deployment-7fd6f8467-5qn5g, tag=[""filesystem"", ""mitre_credential_access"", ""mitre_discovery""], attack"
990,Attacks-Pod-jdbjh.txt,Read Shell Configuration File,21:27:10.466111334,Detect attempts to read shell configuration files by non-shell programs,WARNING,de2f9a73834d,sensitive-mount-deployment-7fd6f8467-wzs78,busybox:latest,root,0,container:de2f9a73834d k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-wzs78 container=de2f9a73834d image=busybox:latest mounts=/etc:/host/etc::true:rprivate,default,"[""file"", ""mitre_discovery""]",attack,"rule= Read Shell Configuration File, desc= 21:27:10.466111334: Detect attempts to read shell configuration files by non-shell programs, parameter=user=root user_loginuid=0 command=container:de2f9a73834d k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-wzs78 container=de2f9a73834d image=busybox:latest mounts=/etc:/host/etc::true:rprivate,/var/lib/kubelet/pods/323217fe-cb7f-4218-abf8-06b799ed12a4/volumes/kubernetes.io~secret/default-token-9bhkw:/var/run/secrets/kubernetes.io/serviceaccount:ro:false:rprivate,/var/lib/kubelet/pods/323217fe-cb7f-4218-abf8-06b799ed12a4/etc-hosts:/etc/hosts::true:rprivate,/var/lib/kubelet/pods/323217fe-cb7f-4218-abf8-06b799ed12a4/containers/busybox/7ef7b44a:/dev/termination-log::true:rprivate, priority=WARNING, container=de2f9a73834d, pod=sensitive-mount-deployment-7fd6f8467-wzs78, tag=[""file"", ""mitre_discovery""], attack"
991,Attacks-Pod-jdbjh.txt,Outbound or Inbound Traffic not to Authorized Server Process and Port,12:58:18.367268581,Detect traffic that is not to authorized server process and port.,WARNING,2ba8420570dd,privileged-deployment-574878fc9d-rc8pb,busybox:latest,root,0,container:2ba8420570dd k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-rc8pb container=2ba8420570dd image=busybox:latest,default,"[""network""]",attack,"rule= Outbound or Inbound Traffic not to Authorized Server Process and Port, desc= 12:58:18.367268581: Detect traffic that is not to authorized server process and port., parameter=user=root user_loginuid=0 command=container:2ba8420570dd k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-rc8pb container=2ba8420570dd image=busybox:latest, priority=WARNING, container=2ba8420570dd, pod=privileged-deployment-574878fc9d-rc8pb, tag=[""network""], attack"
992,Attacks-Pod-jdbjh.txt,Detect outbound connections to common miner pool ports,20:21:14.928626218,Miners typically connect to miner pools on common ports.,CRITICAL,88a381911f84,sensitive-mount-deployment-67b4f8d866-npzsn,busybox:latest,root,0,container:88a381911f84 k8s.ns=default k8s.pod=sensitive-mount-deployment-67b4f8d866-npzsn container=88a381911f84 image=busybox:latest mounts=/etc:/host/etc::true:rprivate,default,"[""network"", ""mitre_execution""]",attack,"rule= Detect outbound connections to common miner pool ports, desc= 20:21:14.928626218: Miners typically connect to miner pools on common ports., parameter=user=root user_loginuid=0 command=container:88a381911f84 k8s.ns=default k8s.pod=sensitive-mount-deployment-67b4f8d866-npzsn container=88a381911f84 image=busybox:latest mounts=/etc:/host/etc::true:rprivate,/var/lib/kubelet/pods/fae01660-f71c-4093-9e3b-d2da2660dc2a/volumes/kubernetes.io~secret/default-token-9bhkw:/var/run/secrets/kubernetes.io/serviceaccount:ro:false:rprivate,/var/lib/kubelet/pods/fae01660-f71c-4093-9e3b-d2da2660dc2a/etc-hosts:/etc/hosts::true:rprivate,/var/lib/kubelet/pods/fae01660-f71c-4093-9e3b-d2da2660dc2a/containers/busybox/0fceff3a:/dev/termination-log::true:rprivate, priority=CRITICAL, container=88a381911f84, pod=sensitive-mount-deployment-67b4f8d866-npzsn, tag=[""network"", ""mitre_execution""], attack"
993,Attacks-Pod-jdbjh.txt,Mkdir binary dirs,03:57:34.240125709,an attempt to create a directory below a set of binary directories.,ERROR,33f51bbc7a20,sensitive-mount-deployment-7fd6f8467-dzc2z,busybox:latest,root,0,container:33f51bbc7a20 k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-dzc2z container=33f51bbc7a20 image=busybox:latest mounts=/etc:/host/etc::true:rprivate,default,"[""filesystem"", ""mitre_persistence""]",attack,"rule= Mkdir binary dirs, desc= 03:57:34.240125709: an attempt to create a directory below a set of binary directories., parameter=user=root user_loginuid=0 command=container:33f51bbc7a20 k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-dzc2z container=33f51bbc7a20 image=busybox:latest mounts=/etc:/host/etc::true:rprivate,/var/lib/kubelet/pods/b8f38ecf-b0a6-4be4-b19c-82f35255b3f9/volumes/kubernetes.io~secret/default-token-9bhkw:/var/run/secrets/kubernetes.io/serviceaccount:ro:false:rprivate,/var/lib/kubelet/pods/b8f38ecf-b0a6-4be4-b19c-82f35255b3f9/etc-hosts:/etc/hosts::true:rprivate,/var/lib/kubelet/pods/b8f38ecf-b0a6-4be4-b19c-82f35255b3f9/containers/busybox/441b83e1:/dev/termination-log::true:rprivate, priority=ERROR, container=33f51bbc7a20, pod=sensitive-mount-deployment-7fd6f8467-dzc2z, tag=[""filesystem"", ""mitre_persistence""], attack"
994,Attacks-Pod-jdbjh.txt,Write below etc,22:16:27.436228666,an attempt to write to any file below /etc,ERROR,1b8004261d67,falco-event-generator-deployment-7bf5f7d76b-4824w,falcosecurity/event-generator,root,-1,event-generator run --loop file=/dev/created-by-event-generator container_id=1b8004261d67 image=falcosecurity/event-generator,,"[""filesystem"", ""mitre_persistence""]",attack,"rule= Write below etc, desc= 22:16:27.436228666: an attempt to write to any file below /etc, parameter=user=root user_loginuid=-1 command=event-generator run --loop file=/dev/created-by-event-generator container_id=1b8004261d67 image=falcosecurity/event-generator, priority=ERROR, container=1b8004261d67, pod=falco-event-generator-deployment-7bf5f7d76b-4824w, tag=[""filesystem"", ""mitre_persistence""], attack"
995,Attacks-Pod-jdbjh.txt,Clear Log Activities,03:35:15.397968091,Detect clearing of critical log files,WARNING,a9b5e5af7298,sensitive-mount-deployment-67b4f8d866-wpk6b,busybox:latest,root,0,container:a9b5e5af7298 k8s.ns=default k8s.pod=sensitive-mount-deployment-67b4f8d866-wpk6b container=a9b5e5af7298 image=busybox:latest mounts=/etc:/host/etc::true:rprivate,default,"[""file"", ""mitre_defense_evasion""]",attack,"rule= Clear Log Activities, desc= 03:35:15.397968091: Detect clearing of critical log files, parameter=user=root user_loginuid=0 command=container:a9b5e5af7298 k8s.ns=default k8s.pod=sensitive-mount-deployment-67b4f8d866-wpk6b container=a9b5e5af7298 image=busybox:latest mounts=/etc:/host/etc::true:rprivate,/var/lib/kubelet/pods/5a9116b9-a9f7-44c2-b51a-99868ff43582/volumes/kubernetes.io~secret/default-token-9bhkw:/var/run/secrets/kubernetes.io/serviceaccount:ro:false:rprivate,/var/lib/kubelet/pods/5a9116b9-a9f7-44c2-b51a-99868ff43582/etc-hosts:/etc/hosts::true:rprivate,/var/lib/kubelet/pods/5a9116b9-a9f7-44c2-b51a-99868ff43582/containers/busybox/efff2adc:/dev/termination-log::true:rprivate, priority=WARNING, container=a9b5e5af7298, pod=sensitive-mount-deployment-67b4f8d866-wpk6b, tag=[""file"", ""mitre_defense_evasion""], attack"
996,Attacks-Pod-jdbjh.txt,Write below rpm database,21:23:33.939852267,an attempt to write to the rpm database by any non-rpm related program,ERROR,f4d0beb397a9,privileged-deployment-574878fc9d-9hv9t,busybox:latest,root,0,container:f4d0beb397a9 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-9hv9t container=f4d0beb397a9 image=busybox:latest,default,"[""filesystem"", ""software_mgmt"", ""mitre_persistence""]",attack,"rule= Write below rpm database, desc= 21:23:33.939852267: an attempt to write to the rpm database by any non-rpm related program, parameter=user=root user_loginuid=0 command=container:f4d0beb397a9 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-9hv9t container=f4d0beb397a9 image=busybox:latest, priority=ERROR, container=f4d0beb397a9, pod=privileged-deployment-574878fc9d-9hv9t, tag=[""filesystem"", ""software_mgmt"", ""mitre_persistence""], attack"
997,Attacks-Pod-jdbjh.txt,Read sensitive file trusted after startup,10:38:28.558980091,"an attempt to read any sensitive file (e.g. files containing user/password/authentication information) by a trusted program after startup. Trusted programs might read these files at startup to load initial state, but not afterwards.\n",WARNING,b76a89ae9f4c,privileged-deployment-574878fc9d-b4p7d,busybox:latest,root,0,container:b76a89ae9f4c k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-b4p7d container=b76a89ae9f4c image=busybox:latest,default,"[""filesystem"", ""mitre_credential_access""]",attack,"rule= Read sensitive file trusted after startup, desc= 10:38:28.558980091: an attempt to read any sensitive file (e.g. files containing user/password/authentication information) by a trusted program after startup. Trusted programs might read these files at startup to load initial state, but not afterwards.\n, parameter=user=root user_loginuid=0 command=container:b76a89ae9f4c k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-b4p7d container=b76a89ae9f4c image=busybox:latest, priority=WARNING, container=b76a89ae9f4c, pod=privileged-deployment-574878fc9d-b4p7d, tag=[""filesystem"", ""mitre_credential_access""], attack"
998,Attacks-Pod-jdbjh.txt,Clear Log Activities,19:26:24.587330617,Detect clearing of critical log files,WARNING,e8bd9773b443,privileged-deployment-574878fc9d-lh2s6,busybox:latest,root,0,container:e8bd9773b443 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-lh2s6 container=e8bd9773b443 image=busybox:latest,default,"[""file"", ""mitre_defense_evasion""]",attack,"rule= Clear Log Activities, desc= 19:26:24.587330617: Detect clearing of critical log files, parameter=user=root user_loginuid=0 command=container:e8bd9773b443 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-lh2s6 container=e8bd9773b443 image=busybox:latest, priority=WARNING, container=e8bd9773b443, pod=privileged-deployment-574878fc9d-lh2s6, tag=[""file"", ""mitre_defense_evasion""], attack"
999,Attacks-Pod-jdbjh.txt,Read sensitive file trusted after startup,01:48:30.202700693,"an attempt to read any sensitive file (e.g. files containing user/password/authentication information) by a trusted program after startup. Trusted programs might read these files at startup to load initial state, but not afterwards.\n",WARNING,c3461c08ca27,privileged-deployment-574878fc9d-s92qr,busybox:latest,root,0,container:c3461c08ca27 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-s92qr container=c3461c08ca27 image=busybox:latest,default,"[""filesystem"", ""mitre_credential_access""]",attack,"rule= Read sensitive file trusted after startup, desc= 01:48:30.202700693: an attempt to read any sensitive file (e.g. files containing user/password/authentication information) by a trusted program after startup. Trusted programs might read these files at startup to load initial state, but not afterwards.\n, parameter=user=root user_loginuid=0 command=container:c3461c08ca27 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-s92qr container=c3461c08ca27 image=busybox:latest, priority=WARNING, container=c3461c08ca27, pod=privileged-deployment-574878fc9d-s92qr, tag=[""filesystem"", ""mitre_credential_access""], attack"
1000,Attacks-Pod-jdbjh.txt,Debugfs Launched in Privileged Container,16:20:48.810054991,Detect file system debugger debugfs launched inside a privileged container which might lead to container escape.,WARNING,4e803efb4f00,sensitive-mount-deployment-7fd6f8467-2ktlr,busybox:latest,root,0,container:4e803efb4f00 k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-2ktlr container=4e803efb4f00 image=busybox:latest mounts=/etc:/host/etc::true:rprivate,default,"[""container"", ""cis"", ""mitre_lateral_movement""]",attack,"rule= Debugfs Launched in Privileged Container, desc= 16:20:48.810054991: Detect file system debugger debugfs launched inside a privileged container which might lead to container escape., parameter=user=root user_loginuid=0 command=container:4e803efb4f00 k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-2ktlr container=4e803efb4f00 image=busybox:latest mounts=/etc:/host/etc::true:rprivate,/var/lib/kubelet/pods/9e24832f-8cf1-4c09-b778-9243b1547675/volumes/kubernetes.io~secret/default-token-9bhkw:/var/run/secrets/kubernetes.io/serviceaccount:ro:false:rprivate,/var/lib/kubelet/pods/9e24832f-8cf1-4c09-b778-9243b1547675/etc-hosts:/etc/hosts::true:rprivate,/var/lib/kubelet/pods/9e24832f-8cf1-4c09-b778-9243b1547675/containers/busybox/6ef1e2e1:/dev/termination-log::true:rprivate, priority=WARNING, container=4e803efb4f00, pod=sensitive-mount-deployment-7fd6f8467-2ktlr, tag=[""container"", ""cis"", ""mitre_lateral_movement""], attack"
1001,Attacks-Pod-jdbjh.txt,Write below rpm database,08:20:44.684380245,an attempt to write to the rpm database by any non-rpm related program,ERROR,4d69d9666401,privileged-deployment-574878fc9d-mj9cr,busybox:latest,root,0,container:4d69d9666401 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-mj9cr container=4d69d9666401 image=busybox:latest,default,"[""filesystem"", ""software_mgmt"", ""mitre_persistence""]",attack,"rule= Write below rpm database, desc= 08:20:44.684380245: an attempt to write to the rpm database by any non-rpm related program, parameter=user=root user_loginuid=0 command=container:4d69d9666401 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-mj9cr container=4d69d9666401 image=busybox:latest, priority=ERROR, container=4d69d9666401, pod=privileged-deployment-574878fc9d-mj9cr, tag=[""filesystem"", ""software_mgmt"", ""mitre_persistence""], attack"
1002,Attacks-Pod-jdbjh.txt,Container Drift Detected (open+create),22:18:40.724605540,New executable created in a container due to open+create,ERROR,1b8004261d67,falco-event-generator-deployment-7bf5f7d76b-4824w,falcosecurity/event-generator,root,-1,event-generator run --loop file=/bin/created-by-event-generator parent=event-generator pcmdline=event-generator run --loop gparent=<NA> container_id=1b8004261d67 image=falcosecurity/event-generator,,,attack,"rule= Container Drift Detected (open+create), desc= 22:18:40.724605540: New executable created in a container due to open+create, parameter=user=root user_loginuid=-1 command=event-generator run --loop file=/bin/created-by-event-generator parent=event-generator pcmdline=event-generator run --loop gparent=<NA> container_id=1b8004261d67 image=falcosecurity/event-generator, priority=ERROR, container=1b8004261d67, pod=falco-event-generator-deployment-7bf5f7d76b-4824w, tag=, attack"
1003,Attacks-Pod-jdbjh.txt,Create files below dev,00:19:52.335495658,creating any files below /dev other than known programs that manage devices. Some rootkits hide files in /dev.,ERROR,2ce2f491d07c,privileged-deployment-574878fc9d-8pcxz,busybox:latest,root,0,container:2ce2f491d07c k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-8pcxz container=2ce2f491d07c image=busybox:latest,default,"[""filesystem"", ""mitre_persistence""]",attack,"rule= Create files below dev, desc= 00:19:52.335495658: creating any files below /dev other than known programs that manage devices. Some rootkits hide files in /dev., parameter=user=root user_loginuid=0 command=container:2ce2f491d07c k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-8pcxz container=2ce2f491d07c image=busybox:latest, priority=ERROR, container=2ce2f491d07c, pod=privileged-deployment-574878fc9d-8pcxz, tag=[""filesystem"", ""mitre_persistence""], attack"
1004,Attacks-Pod-jdbjh.txt,Write below binary dir,22:23:42.430402031,an attempt to write to any file below a set of binary directories,ERROR,1b8004261d67,falco-event-generator-deployment-7bf5f7d76b-4824w,falcosecurity/event-generator,root,-1,,,"[""filesystem"", ""mitre_persistence""]",attack,"rule= Write below binary dir, desc= 22:23:42.430402031: an attempt to write to any file below a set of binary directories, parameter=user=root user_loginuid=-1 program=ls parent=mysqld container_id=1b8004261d67 image=falcosecurity/event-generator, priority=ERROR, container=1b8004261d67, pod=falco-event-generator-deployment-7bf5f7d76b-4824w, tag=[""filesystem"", ""mitre_persistence""], attack"
