experiment_group,workflow_version,priority,rule_name,image_name,user_role,company_size,industry,cloud_provider,plan_type,total_alert_views,total_investigations,total_remediations,investigation_rate,remediation_rate,avg_time_to_investigate_minutes
treatment,runtime_context_panel,ERROR,Launch Package Management Process in Container,busybox:latest,devops_engineer,enterprise,fintech,azure,enterprise,2,2,1,1,0.5,69
treatment,runtime_context_panel,WARNING,Clear Log Activities,busybox:latest,devops_engineer,enterprise,fintech,azure,enterprise,3,2,2,0.66666666666666663,0.66666666666666663,75.5
treatment,runtime_context_panel,WARNING,Mount Launched in Privileged Container,busybox:latest,devops_engineer,enterprise,fintech,azure,enterprise,1,1,0,1,0,39
treatment,runtime_context_panel,ERROR,Write below rpm database,falcosecurity/event-generator,devops_engineer,enterprise,fintech,azure,enterprise,1,1,0,1,0,113
treatment,runtime_context_panel,WARNING,Redirect STDOUT/STDIN to Network Connection in Container,busybox:latest,devops_engineer,enterprise,fintech,azure,enterprise,1,1,1,1,1,109
treatment,runtime_context_panel,CRITICAL,Unprivileged Delegation of Page Faults Handling to a Userspace Process,busybox:latest,devops_engineer,enterprise,fintech,azure,enterprise,2,2,2,1,1,114
treatment,runtime_context_panel,WARNING,Read sensitive file untrusted,busybox:latest,devops_engineer,enterprise,fintech,azure,enterprise,1,0,0,0,0,
treatment,runtime_context_panel,CRITICAL,Detect outbound connections to common miner pool ports,falcosecurity/event-generator,devops_engineer,enterprise,fintech,azure,enterprise,1,1,0,1,0,1
treatment,runtime_context_panel,CRITICAL,Detect outbound connections to common miner pool ports,busybox:latest,devops_engineer,enterprise,fintech,azure,enterprise,1,1,0,1,0,38
treatment,runtime_context_panel,ERROR,Container Drift Detected (chmod),busybox:latest,devops_engineer,enterprise,fintech,azure,enterprise,2,2,1,1,0.5,74.5
treatment,runtime_context_panel,ERROR,Write below rpm database,busybox:latest,devops_engineer,enterprise,fintech,azure,enterprise,1,1,1,1,1,84
treatment,runtime_context_panel,ERROR,Write below etc,busybox:latest,security_engineer,enterprise,fintech,azure,enterprise,1,1,0,1,0,28
treatment,runtime_context_panel,ERROR,Mkdir binary dirs,busybox:latest,security_engineer,enterprise,fintech,azure,enterprise,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Redirect STDOUT/STDIN to Network Connection in Container,falcosecurity/event-generator,security_engineer,enterprise,fintech,azure,enterprise,1,1,0,1,0,26
treatment,runtime_context_panel,ERROR,Write below monitored dir,busybox:latest,security_engineer,enterprise,fintech,azure,enterprise,1,1,0,1,0,34
treatment,runtime_context_panel,WARNING,Linux Kernel Module Injection Detected,busybox:latest,security_engineer,enterprise,fintech,azure,enterprise,1,1,1,1,1,52
treatment,runtime_context_panel,WARNING,Read sensitive file untrusted,falcosecurity/event-generator,security_engineer,enterprise,fintech,azure,enterprise,1,1,1,1,1,77
treatment,runtime_context_panel,CRITICAL,Detect crypto miners using the Stratum protocol,falcosecurity/event-generator,security_engineer,enterprise,fintech,azure,enterprise,1,1,1,1,1,53
treatment,runtime_context_panel,WARNING,Network Connection outside Local Subnet,busybox:latest,security_engineer,enterprise,fintech,azure,enterprise,1,1,1,1,1,37
treatment,runtime_context_panel,WARNING,Clear Log Activities,busybox:latest,security_engineer,enterprise,fintech,azure,enterprise,1,1,0,1,0,33
treatment,runtime_context_panel,WARNING,Read Shell Configuration File,busybox:latest,security_engineer,enterprise,fintech,azure,enterprise,1,1,1,1,1,96
treatment,runtime_context_panel,WARNING,The docker client is executed in a container,busybox:latest,security_engineer,enterprise,fintech,azure,pro,2,1,1,0.5,0.5,4
treatment,runtime_context_panel,ERROR,Write below etc,busybox:latest,security_engineer,enterprise,fintech,azure,pro,1,1,0,1,0,90
treatment,runtime_context_panel,CRITICAL,Detect outbound connections to common miner pool ports,busybox:latest,security_engineer,enterprise,fintech,azure,pro,1,1,0,1,0,76
treatment,runtime_context_panel,WARNING,Search Private Keys or Passwords,busybox:latest,security_engineer,enterprise,fintech,azure,pro,2,1,0,0.5,0,9
treatment,runtime_context_panel,ERROR,Container Drift Detected (open+create),busybox:latest,security_engineer,enterprise,fintech,azure,pro,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Mount Launched in Privileged Container,busybox:latest,security_engineer,enterprise,fintech,azure,pro,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Create files below dev,busybox:latest,security_engineer,enterprise,fintech,azure,pro,1,1,1,1,1,11
treatment,runtime_context_panel,WARNING,Network Connection outside Local Subnet,falcosecurity/event-generator,security_engineer,enterprise,fintech,azure,pro,1,1,0,1,0,76
treatment,runtime_context_panel,WARNING,Delete Bash History,busybox:latest,security_engineer,enterprise,fintech,azure,pro,1,1,1,1,1,18
treatment,runtime_context_panel,WARNING,Remove Bulk Data from Disk,busybox:latest,security_engineer,enterprise,fintech,azure,pro,1,1,1,1,1,104
treatment,runtime_context_panel,ERROR,Write below monitored dir,busybox:latest,devops_engineer,enterprise,fintech,azure,pro,1,1,0,1,0,77
treatment,runtime_context_panel,WARNING,Remove Bulk Data from Disk,busybox:latest,devops_engineer,enterprise,fintech,azure,pro,1,1,0,1,0,72
treatment,runtime_context_panel,ERROR,Mkdir binary dirs,busybox:latest,devops_engineer,enterprise,fintech,azure,pro,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Launch Disallowed Container,busybox:latest,devops_engineer,enterprise,fintech,azure,pro,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Read ssh information,busybox:latest,devops_engineer,enterprise,fintech,azure,pro,1,1,1,1,1,34
treatment,runtime_context_panel,WARNING,The docker client is executed in a container,busybox:latest,devops_engineer,enterprise,fintech,azure,pro,1,1,0,1,0,47
treatment,runtime_context_panel,ERROR,Container Drift Detected (open+create),busybox:latest,devops_engineer,enterprise,fintech,azure,pro,2,1,0,0.5,0,47
treatment,runtime_context_panel,ERROR,Write below binary dir,busybox:latest,devops_engineer,enterprise,fintech,azure,pro,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Modify binary dirs,busybox:latest,devops_engineer,enterprise,fintech,azure,pro,1,1,1,1,1,86
treatment,runtime_context_panel,ERROR,Write below root,falcosecurity/event-generator,devops_engineer,enterprise,fintech,azure,pro,2,1,0,0.5,0,92
treatment,runtime_context_panel,ERROR,Write below monitored dir,falcosecurity/event-generator,devops_engineer,enterprise,fintech,azure,pro,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Create files below dev,falcosecurity/event-generator,devops_engineer,enterprise,fintech,azure,pro,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Search Private Keys or Passwords,busybox:latest,devops_engineer,enterprise,fintech,azure,pro,1,1,0,1,0,73
treatment,runtime_context_panel,WARNING,Read Shell Configuration File,busybox:latest,devops_engineer,enterprise,fintech,azure,pro,1,1,0,1,0,98
treatment,runtime_context_panel,CRITICAL,Detect outbound connections to common miner pool ports,falcosecurity/event-generator,devops_engineer,enterprise,fintech,azure,pro,1,1,0,1,0,114
treatment,runtime_context_panel,WARNING,Outbound Connection to C2 Servers,busybox:latest,devops_engineer,enterprise,fintech,azure,pro,1,1,1,1,1,33
treatment,runtime_context_panel,ERROR,Write below etc,busybox:latest,devops_engineer,enterprise,fintech,azure,pro,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Container Drift Detected (chmod),busybox:latest,devops_engineer,enterprise,fintech,azure,pro,1,1,0,1,0,42
treatment,runtime_context_panel,WARNING,Delete Bash History,busybox:latest,security_engineer,small,fintech,aws,free,1,1,1,1,1,19
treatment,runtime_context_panel,WARNING,Search Private Keys or Passwords,<NA>,security_engineer,small,fintech,aws,free,1,1,0,1,0,101
treatment,runtime_context_panel,WARNING,Read sensitive file untrusted,busybox:latest,security_engineer,small,fintech,aws,free,1,1,1,1,1,18
treatment,runtime_context_panel,WARNING,Read Shell Configuration File,busybox:latest,security_engineer,small,fintech,aws,free,1,1,1,1,1,26
treatment,runtime_context_panel,CRITICAL,Detect crypto miners using the Stratum protocol,busybox:latest,security_engineer,small,fintech,aws,free,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Write below root,busybox:latest,security_engineer,small,fintech,aws,free,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Write below binary dir,falcosecurity/event-generator,security_engineer,small,fintech,aws,free,1,1,0,1,0,87
treatment,runtime_context_panel,WARNING,Outbound Connection to C2 Servers,busybox:latest,security_engineer,small,fintech,aws,free,2,1,1,0.5,0.5,68
treatment,runtime_context_panel,CRITICAL,Detect crypto miners using the Stratum protocol,falcosecurity/event-generator,security_engineer,small,fintech,aws,free,1,1,0,1,0,38
treatment,runtime_context_panel,ERROR,Create files below dev,busybox:latest,security_engineer,small,fintech,aws,free,1,1,0,1,0,15
treatment,runtime_context_panel,WARNING,Outbound or Inbound Traffic not to Authorized Server Process and Port,busybox:latest,security_engineer,small,fintech,aws,free,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Launch Disallowed Container,busybox:latest,security_engineer,small,fintech,aws,free,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Netcat Remote Code Execution in Container,falcosecurity/event-generator,security_engineer,small,fintech,aws,free,1,1,1,1,1,114
treatment,runtime_context_panel,ERROR,Write below rpm database,busybox:latest,security_engineer,small,fintech,aws,free,2,1,1,0.5,0.5,116
treatment,runtime_context_panel,ERROR,Read ssh information,busybox:latest,security_engineer,small,fintech,aws,free,1,1,0,1,0,6
treatment,runtime_context_panel,WARNING,Debugfs Launched in Privileged Container,busybox:latest,security_engineer,small,fintech,aws,free,1,0,0,0,0,
treatment,runtime_context_panel,CRITICAL,Unprivileged Delegation of Page Faults Handling to a Userspace Process,busybox:latest,security_engineer,small,fintech,aws,free,2,2,2,1,1,68
treatment,runtime_context_panel,WARNING,Netcat Remote Code Execution in Container,busybox:latest,security_engineer,small,fintech,aws,free,2,2,2,1,1,40.5
treatment,runtime_context_panel,ERROR,Modify binary dirs,busybox:latest,security_engineer,small,fintech,aws,free,1,1,1,1,1,110
treatment,runtime_context_panel,ERROR,Write below etc,busybox:latest,security_engineer,small,fintech,aws,free,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Clear Log Activities,busybox:latest,platform_engineer,small,fintech,aws,free,2,1,0,0.5,0,39
treatment,runtime_context_panel,WARNING,Outbound Connection to C2 Servers,falcosecurity/event-generator,platform_engineer,small,fintech,aws,free,1,1,1,1,1,99
treatment,runtime_context_panel,ERROR,Launch Package Management Process in Container,busybox:latest,platform_engineer,small,fintech,aws,free,1,1,1,1,1,27
treatment,runtime_context_panel,CRITICAL,Detect crypto miners using the Stratum protocol,busybox:latest,platform_engineer,small,fintech,aws,free,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Linux Kernel Module Injection Detected,falcosecurity/event-generator,platform_engineer,small,fintech,aws,free,1,1,0,1,0,15
treatment,runtime_context_panel,WARNING,The docker client is executed in a container,busybox:latest,platform_engineer,small,fintech,aws,free,3,1,1,0.33333333333333331,0.33333333333333331,15
treatment,runtime_context_panel,WARNING,Debugfs Launched in Privileged Container,busybox:latest,platform_engineer,small,fintech,aws,free,1,1,1,1,1,116
treatment,runtime_context_panel,ERROR,Write below monitored dir,busybox:latest,platform_engineer,small,fintech,aws,free,1,1,1,1,1,80
treatment,runtime_context_panel,ERROR,Write below monitored dir,falcosecurity/event-generator,platform_engineer,small,fintech,aws,free,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Remove Bulk Data from Disk,busybox:latest,platform_engineer,small,fintech,aws,free,1,1,1,1,1,1
treatment,runtime_context_panel,WARNING,Search Private Keys or Passwords,busybox:latest,platform_engineer,small,fintech,aws,free,1,1,0,1,0,14
treatment,runtime_context_panel,WARNING,Outbound Connection to C2 Servers,<NA>,platform_engineer,small,fintech,aws,free,1,1,0,1,0,35
treatment,runtime_context_panel,CRITICAL,Sudo Potential Privilege Escalation,busybox:latest,platform_engineer,small,fintech,aws,free,1,1,0,1,0,78
treatment,runtime_context_panel,WARNING,Network Connection outside Local Subnet,busybox:latest,platform_engineer,small,fintech,aws,free,2,1,1,0.5,0.5,24
treatment,runtime_context_panel,WARNING,Netcat Remote Code Execution in Container,busybox:latest,platform_engineer,small,fintech,aws,free,1,1,1,1,1,34
treatment,runtime_context_panel,ERROR,Container Drift Detected (chmod),busybox:latest,platform_engineer,small,fintech,aws,free,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Read sensitive file untrusted,busybox:latest,platform_engineer,small,fintech,aws,free,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Write below rpm database,busybox:latest,platform_engineer,small,fintech,aws,free,1,1,0,1,0,32
treatment,runtime_context_panel,WARNING,Delete Bash History,busybox:latest,platform_engineer,small,fintech,aws,free,1,1,1,1,1,22
treatment,runtime_context_panel,CRITICAL,Detect crypto miners using the Stratum protocol,busybox:latest,security_engineer,small,fintech,azure,free,1,1,1,1,1,9
treatment,runtime_context_panel,WARNING,Read sensitive file trusted after startup,busybox:latest,security_engineer,small,fintech,azure,free,1,1,0,1,0,97
treatment,runtime_context_panel,WARNING,Delete Bash History,busybox:latest,security_engineer,small,fintech,azure,free,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Write below root,busybox:latest,security_engineer,small,fintech,azure,free,1,1,1,1,1,51
treatment,runtime_context_panel,WARNING,The docker client is executed in a container,falcosecurity/event-generator,security_engineer,small,fintech,azure,free,1,1,0,1,0,1
treatment,runtime_context_panel,WARNING,Redirect STDOUT/STDIN to Network Connection in Container,busybox:latest,security_engineer,small,fintech,azure,free,1,1,1,1,1,89
treatment,runtime_context_panel,WARNING,Search Private Keys or Passwords,busybox:latest,security_engineer,small,fintech,azure,free,2,1,0,0.5,0,10
treatment,runtime_context_panel,ERROR,Mkdir binary dirs,busybox:latest,security_engineer,small,fintech,azure,free,2,1,1,0.5,0.5,100
treatment,runtime_context_panel,WARNING,Search Private Keys or Passwords,falcosecurity/event-generator,security_engineer,small,fintech,azure,free,1,1,1,1,1,92
treatment,runtime_context_panel,CRITICAL,Detect outbound connections to common miner pool ports,falcosecurity/event-generator,security_engineer,small,fintech,azure,free,1,1,1,1,1,26
treatment,runtime_context_panel,CRITICAL,Unprivileged Delegation of Page Faults Handling to a Userspace Process,busybox:latest,security_engineer,small,fintech,azure,free,1,1,1,1,1,25
treatment,runtime_context_panel,CRITICAL,Sudo Potential Privilege Escalation,busybox:latest,platform_engineer,small,fintech,azure,free,1,1,1,1,1,19
treatment,runtime_context_panel,ERROR,Mkdir binary dirs,busybox:latest,platform_engineer,small,fintech,azure,free,1,1,1,1,1,95
treatment,runtime_context_panel,ERROR,Read ssh information,busybox:latest,platform_engineer,small,fintech,azure,free,1,1,1,1,1,78
treatment,runtime_context_panel,WARNING,Debugfs Launched in Privileged Container,busybox:latest,platform_engineer,small,fintech,azure,free,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Redirect STDOUT/STDIN to Network Connection in Container,busybox:latest,devops_engineer,small,fintech,azure,free,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,The docker client is executed in a container,busybox:latest,devops_engineer,small,fintech,azure,free,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Modify binary dirs,busybox:latest,devops_engineer,small,fintech,azure,free,1,1,0,1,0,14
treatment,runtime_context_panel,WARNING,Linux Kernel Module Injection Detected,busybox:latest,devops_engineer,small,fintech,azure,free,2,2,0,1,0,17.5
treatment,runtime_context_panel,WARNING,Outbound or Inbound Traffic not to Authorized Server Process and Port,busybox:latest,devops_engineer,small,fintech,azure,free,1,1,0,1,0,86
treatment,runtime_context_panel,ERROR,Write below etc,falcosecurity/event-generator,devops_engineer,small,fintech,azure,free,1,1,0,1,0,37
treatment,runtime_context_panel,CRITICAL,Detect crypto miners using the Stratum protocol,busybox:latest,devops_engineer,small,fintech,azure,free,1,1,0,1,0,104
treatment,runtime_context_panel,ERROR,Container Drift Detected (chmod),busybox:latest,devops_engineer,small,fintech,azure,free,1,1,0,1,0,23
treatment,runtime_context_panel,ERROR,Write below rpm database,busybox:latest,devops_engineer,small,fintech,azure,free,1,1,0,1,0,93
treatment,runtime_context_panel,WARNING,Clear Log Activities,falcosecurity/event-generator,devops_engineer,small,fintech,azure,free,1,1,1,1,1,44
treatment,runtime_context_panel,WARNING,Read sensitive file untrusted,busybox:latest,devops_engineer,small,fintech,azure,free,1,1,0,1,0,87
treatment,runtime_context_panel,WARNING,Read Shell Configuration File,busybox:latest,devops_engineer,small,fintech,azure,free,1,1,1,1,1,34
treatment,runtime_context_panel,WARNING,Delete Bash History,busybox:latest,devops_engineer,small,fintech,azure,free,1,1,1,1,1,50
treatment,runtime_context_panel,WARNING,Launch Disallowed Container,busybox:latest,security_engineer,enterprise,saas,aws,pro,2,2,1,1,0.5,67.5
treatment,runtime_context_panel,WARNING,Mount Launched in Privileged Container,busybox:latest,security_engineer,enterprise,saas,aws,pro,1,1,1,1,1,120
treatment,runtime_context_panel,WARNING,Redirect STDOUT/STDIN to Network Connection in Container,falcosecurity/event-generator,security_engineer,enterprise,saas,aws,pro,1,1,1,1,1,77
treatment,runtime_context_panel,WARNING,Outbound or Inbound Traffic not to Authorized Server Process and Port,busybox:latest,security_engineer,enterprise,saas,aws,pro,1,1,0,1,0,85
treatment,runtime_context_panel,ERROR,Write below monitored dir,busybox:latest,security_engineer,enterprise,saas,aws,pro,1,1,1,1,1,22
treatment,runtime_context_panel,WARNING,Outbound Connection to C2 Servers,busybox:latest,security_engineer,enterprise,saas,aws,pro,1,1,1,1,1,36
treatment,runtime_context_panel,WARNING,Search Private Keys or Passwords,busybox:latest,devops_engineer,enterprise,saas,aws,pro,1,1,1,1,1,100
treatment,runtime_context_panel,CRITICAL,Detect outbound connections to common miner pool ports,busybox:latest,devops_engineer,enterprise,saas,aws,pro,1,0,0,0,0,
treatment,runtime_context_panel,CRITICAL,Detect crypto miners using the Stratum protocol,busybox:latest,security_engineer,enterprise,saas,aws,pro,1,1,1,1,1,86
treatment,runtime_context_panel,WARNING,Outbound Connection to C2 Servers,falcosecurity/event-generator,security_engineer,enterprise,saas,aws,pro,1,1,1,1,1,37
treatment,runtime_context_panel,ERROR,Container Drift Detected (chmod),falcosecurity/event-generator,security_engineer,enterprise,saas,aws,pro,1,1,0,1,0,6
treatment,runtime_context_panel,ERROR,Write below etc,busybox:latest,security_engineer,enterprise,saas,aws,pro,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Clear Log Activities,busybox:latest,security_engineer,enterprise,saas,aws,pro,1,1,0,1,0,56
treatment,runtime_context_panel,WARNING,Read sensitive file trusted after startup,busybox:latest,security_engineer,enterprise,saas,aws,pro,1,1,1,1,1,47
treatment,runtime_context_panel,CRITICAL,Detect crypto miners using the Stratum protocol,falcosecurity/event-generator,security_engineer,enterprise,saas,aws,pro,1,1,0,1,0,117
treatment,runtime_context_panel,ERROR,Container Drift Detected (open+create),busybox:latest,security_engineer,enterprise,saas,aws,pro,2,1,0,0.5,0,117
treatment,runtime_context_panel,WARNING,Network Connection outside Local Subnet,busybox:latest,security_engineer,enterprise,saas,aws,pro,2,2,1,1,0.5,33
treatment,runtime_context_panel,WARNING,The docker client is executed in a container,busybox:latest,security_engineer,enterprise,saas,aws,pro,1,1,0,1,0,84
treatment,runtime_context_panel,CRITICAL,Unprivileged Delegation of Page Faults Handling to a Userspace Process,busybox:latest,security_engineer,enterprise,saas,aws,pro,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Write below root,busybox:latest,security_engineer,enterprise,saas,aws,pro,1,1,1,1,1,60
treatment,runtime_context_panel,WARNING,Read sensitive file untrusted,busybox:latest,platform_engineer,enterprise,saas,aws,pro,1,1,1,1,1,62
treatment,runtime_context_panel,ERROR,Mkdir binary dirs,busybox:latest,platform_engineer,enterprise,saas,aws,pro,1,0,0,0,0,
treatment,runtime_context_panel,CRITICAL,Detect crypto miners using the Stratum protocol,busybox:latest,platform_engineer,enterprise,saas,aws,pro,2,1,0,0.5,0,55
treatment,runtime_context_panel,ERROR,Container Drift Detected (chmod),busybox:latest,platform_engineer,enterprise,saas,aws,pro,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Mount Launched in Privileged Container,busybox:latest,platform_engineer,enterprise,saas,aws,pro,1,1,0,1,0,94
treatment,runtime_context_panel,WARNING,Read Shell Configuration File,busybox:latest,platform_engineer,enterprise,ecommerce,aws,free,2,1,0,0.5,0,101
treatment,runtime_context_panel,ERROR,Write below etc,busybox:latest,platform_engineer,enterprise,ecommerce,aws,free,2,1,0,0.5,0,117
treatment,runtime_context_panel,WARNING,Redirect STDOUT/STDIN to Network Connection in Container,busybox:latest,platform_engineer,enterprise,ecommerce,aws,free,2,1,1,0.5,0.5,41
treatment,runtime_context_panel,ERROR,Container Drift Detected (chmod),busybox:latest,platform_engineer,enterprise,ecommerce,aws,free,2,2,1,1,0.5,83
treatment,runtime_context_panel,WARNING,Remove Bulk Data from Disk,busybox:latest,platform_engineer,enterprise,ecommerce,aws,free,3,2,1,0.66666666666666663,0.33333333333333331,76
treatment,runtime_context_panel,CRITICAL,Unprivileged Delegation of Page Faults Handling to a Userspace Process,falcosecurity/event-generator,platform_engineer,enterprise,ecommerce,aws,free,1,1,1,1,1,68
treatment,runtime_context_panel,ERROR,Write below root,busybox:latest,platform_engineer,enterprise,ecommerce,aws,free,1,1,1,1,1,79
treatment,runtime_context_panel,WARNING,Netcat Remote Code Execution in Container,busybox:latest,platform_engineer,enterprise,ecommerce,aws,free,2,1,1,0.5,0.5,111
treatment,runtime_context_panel,WARNING,Clear Log Activities,busybox:latest,platform_engineer,enterprise,ecommerce,aws,free,1,1,1,1,1,106
treatment,runtime_context_panel,WARNING,Delete or rename shell history,busybox:latest,platform_engineer,enterprise,ecommerce,aws,free,1,1,0,1,0,119
treatment,runtime_context_panel,WARNING,Remove Bulk Data from Disk,falcosecurity/event-generator,platform_engineer,enterprise,ecommerce,aws,free,1,0,0,0,0,
treatment,runtime_context_panel,CRITICAL,Detect outbound connections to common miner pool ports,busybox:latest,platform_engineer,enterprise,ecommerce,aws,free,1,1,1,1,1,34
treatment,runtime_context_panel,WARNING,Outbound Connection to C2 Servers,falcosecurity/event-generator,platform_engineer,enterprise,ecommerce,aws,free,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Write below rpm database,busybox:latest,platform_engineer,enterprise,ecommerce,aws,free,2,2,2,1,1,37.5
treatment,runtime_context_panel,ERROR,Read ssh information,busybox:latest,platform_engineer,enterprise,ecommerce,aws,free,2,2,2,1,1,61
treatment,runtime_context_panel,WARNING,Delete or rename shell history,falcosecurity/event-generator,platform_engineer,enterprise,ecommerce,aws,free,1,1,1,1,1,24
treatment,runtime_context_panel,WARNING,Outbound Connection to C2 Servers,falcosecurity/event-generator,devops_engineer,enterprise,ecommerce,aws,free,1,1,1,1,1,37
treatment,runtime_context_panel,ERROR,Mkdir binary dirs,busybox:latest,devops_engineer,enterprise,ecommerce,aws,free,1,1,1,1,1,112
treatment,runtime_context_panel,CRITICAL,Sudo Potential Privilege Escalation,busybox:latest,devops_engineer,enterprise,ecommerce,aws,free,1,1,1,1,1,2
treatment,runtime_context_panel,WARNING,Network Connection outside Local Subnet,busybox:latest,devops_engineer,enterprise,ecommerce,aws,free,2,2,1,1,0.5,71
treatment,runtime_context_panel,WARNING,Mount Launched in Privileged Container,falcosecurity/event-generator,devops_engineer,enterprise,ecommerce,aws,free,1,1,0,1,0,5
treatment,runtime_context_panel,CRITICAL,Detect outbound connections to common miner pool ports,busybox:latest,devops_engineer,enterprise,ecommerce,aws,free,1,1,1,1,1,101
treatment,runtime_context_panel,ERROR,Write below monitored dir,busybox:latest,devops_engineer,enterprise,ecommerce,aws,free,1,1,0,1,0,8
treatment,runtime_context_panel,WARNING,Read Shell Configuration File,falcosecurity/event-generator,platform_engineer,enterprise,ecommerce,aws,free,1,1,0,1,0,7
treatment,runtime_context_panel,ERROR,Launch Package Management Process in Container,busybox:latest,platform_engineer,enterprise,ecommerce,aws,free,1,1,1,1,1,92
treatment,runtime_context_panel,ERROR,Container Drift Detected (open+create),falcosecurity/event-generator,platform_engineer,enterprise,ecommerce,aws,free,1,1,0,1,0,11
treatment,runtime_context_panel,WARNING,Outbound Connection to C2 Servers,busybox:latest,platform_engineer,enterprise,ecommerce,aws,free,1,1,1,1,1,23
treatment,runtime_context_panel,WARNING,Delete Bash History,busybox:latest,platform_engineer,enterprise,ecommerce,aws,free,1,1,1,1,1,46
treatment,runtime_context_panel,CRITICAL,Unprivileged Delegation of Page Faults Handling to a Userspace Process,busybox:latest,platform_engineer,enterprise,ecommerce,aws,free,1,1,0,1,0,64
treatment,runtime_context_panel,WARNING,The docker client is executed in a container,busybox:latest,platform_engineer,enterprise,ecommerce,aws,free,1,1,0,1,0,45
treatment,runtime_context_panel,WARNING,Read sensitive file trusted after startup,busybox:latest,devops_engineer,enterprise,saas,gcp,pro,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Create files below dev,busybox:latest,devops_engineer,enterprise,saas,gcp,pro,3,3,1,1,0.33333333333333331,55
treatment,runtime_context_panel,ERROR,Container Drift Detected (chmod),busybox:latest,devops_engineer,enterprise,saas,gcp,pro,1,1,1,1,1,52
treatment,runtime_context_panel,WARNING,Outbound or Inbound Traffic not to Authorized Server Process and Port,busybox:latest,devops_engineer,enterprise,saas,gcp,pro,1,1,0,1,0,45
treatment,runtime_context_panel,ERROR,Container Drift Detected (open+create),falcosecurity/event-generator,devops_engineer,enterprise,saas,gcp,pro,1,1,1,1,1,9
treatment,runtime_context_panel,WARNING,Netcat Remote Code Execution in Container,busybox:latest,devops_engineer,enterprise,saas,gcp,pro,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Clear Log Activities,busybox:latest,devops_engineer,enterprise,saas,gcp,pro,1,1,1,1,1,103
treatment,runtime_context_panel,ERROR,Launch Package Management Process in Container,busybox:latest,security_engineer,enterprise,saas,gcp,pro,1,1,1,1,1,55
treatment,runtime_context_panel,WARNING,Search Private Keys or Passwords,busybox:latest,security_engineer,enterprise,saas,gcp,pro,1,1,1,1,1,61
treatment,runtime_context_panel,ERROR,Write below monitored dir,busybox:latest,security_engineer,enterprise,saas,gcp,pro,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Read sensitive file trusted after startup,busybox:latest,security_engineer,enterprise,saas,gcp,pro,1,1,1,1,1,80
treatment,runtime_context_panel,ERROR,Write below rpm database,busybox:latest,security_engineer,enterprise,saas,gcp,pro,2,2,1,1,0.5,87.5
treatment,runtime_context_panel,WARNING,Netcat Remote Code Execution in Container,busybox:latest,security_engineer,enterprise,saas,gcp,pro,2,2,1,1,0.5,7.5
treatment,runtime_context_panel,ERROR,Container Drift Detected (open+create),busybox:latest,security_engineer,enterprise,saas,gcp,pro,1,1,1,1,1,85
treatment,runtime_context_panel,WARNING,Mount Launched in Privileged Container,busybox:latest,security_engineer,enterprise,saas,gcp,pro,1,1,0,1,0,115
treatment,runtime_context_panel,WARNING,Outbound Connection to C2 Servers,busybox:latest,security_engineer,enterprise,saas,gcp,pro,1,1,0,1,0,91
treatment,runtime_context_panel,CRITICAL,Detect outbound connections to common miner pool ports,busybox:latest,security_engineer,enterprise,saas,gcp,pro,1,1,0,1,0,108
treatment,runtime_context_panel,WARNING,Delete Bash History,,security_engineer,enterprise,saas,gcp,pro,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Modify binary dirs,busybox:latest,security_engineer,enterprise,saas,gcp,pro,1,1,0,1,0,110
treatment,runtime_context_panel,ERROR,Write below root,falcosecurity/event-generator,security_engineer,enterprise,saas,gcp,pro,1,1,1,1,1,112
treatment,runtime_context_panel,ERROR,Write below monitored dir,falcosecurity/event-generator,security_engineer,enterprise,saas,gcp,pro,1,0,0,0,0,
